# X-coordinate(cm) Y-coordinate(cm) Count
42.5493 18.1208 5802
41.9839 2.22112 3095
14.8478 17.1393 4145
2.34077 18.7224 3445
1.846 0.814113 1698
4.98897 2.84793 3009
59.8584 19.1276 6671
72.6294 1.14145 3502
72.7338 18.8631 3918
79.7361 19.1111 6153
86.3957 1.77764 4925
96.1973 0.816522 2599
95.8554 19.7765 2035
14.0835 2.47544 2652
59.5822 2.68386 6956
28.3424 18.8846 6349
82.3585 17.0406 6066
73.1332 2.2059 3696
80.0741 2.22842 5222
56.26 1.1288 4571
0.24232 19.091 977
0.24232 19.7577 1469
0.908986 0.24232 2193
0.24232 0.24232 2232
47.3656 1.12865 6483
61.0384 4.19732 5541
88.3919 17.227 5504
76.8447 19.7743 6222
84.8339 18.1245 3394
93.9297 17.7735 3015
85.2865 17.0889 4167
87.0076 2.19871 1676
68.7444 0.227026 3292
34.9263 0.22948 4562
99.756 19.756 1558
99.756 0.910684 3271
99.0893 19.756 1770
99.756 0.244017 3005
98.6701 0.857955 3327
99.1935 18.7302 2867
87.922 16.2232 3812
72.0983 0.805466 4154
71.1667 0.203253 8131
31.8355 19.7917 5470
80.1457 19.7396 3142
73.3644 1.11659 4696
15.6667 3.38135 5422
16.6568 2.77272 4684
86.1847 15.2621 4713
86.7621 16.2621 5997
77.1672 0.811251 5023
76.1754 0.21768 5649
95.6135 1.22692 3004
96.1975 19.1838 2985
81.2162 19.7449 2208
10.6058 18.8514 3554
11.3255 1.20786 3028
1.45922 4.62613 1438
0.243927 5.82689 4231
92.3742 1.13624 4024
25.1788 0.806121 4032
87.3274 16.5864 3487
41.9876 17.7804 6929
41.3782 1.78394 4986
78.6309 16.6554 5350
80.6777 16.1229 6386
65.0494 18.1056 6598
19.9399 18.0396 3587
80.4128 1.5286 3963
68.6644 0.950952 5512
45.3756 2.24082 5645
57.1061 1.80271 6306
86.0741 16.2844 7360
71.8734 18.1988 6500
34.2596 0.22948 7778
5.66327 17.7605 2120
65.1191 0.860503 5930
38.8333 19.7778 6295
37.8831 19.1418 8533
38.1667 0.224082 5613
91.1131 0.857985 4625
90.1667 0.222299 3750
90.8327 19.7778 4487
89.8587 19.1712 4296
83.1667 0.222452 3780
44.8546 19.1746 7419
50.1086 0.878584 5932
31.1667 0.223006 5507
32.1515 0.820767 5486
96.8421 19.184 3217
97.1667 0.223291 2969
52.3069 2.24541 7860
50.1521 1.78256 6605
26.8282 19.7734 5339
26.1667 0.22362 4281
27.1062 0.846696 5013
93.5751 18.4729 2409
1.94869 6.30307 2918
0.245413 4.16288 1641
49.9262 19.1383 5687
77.8263 19.1709 3829
78.8296 19.7756 6056
42.9334 19.1434 5777
43.8333 19.7753 9270
6.82571 2.78426 3489
7.96426 2.90247 5866
36.6209 18.8634 6347
37.346 1.18374 5765
16.3234 3.38216 5008
6.83072 19.1307 5175
7.83333 19.7748 3269
64.1674 0.224463 7676
53.1781 0.282714 6423
32.8163 19.186 7781
33.8281 19.7751 6330
69.7303 17.7789 6522
60.083 0.861083 6908
59.1667 0.22681 4842
43.1667 0.227045 4320
44.1786 0.87222 3852
63.3492 1.92614 5096
20.242 3.79462 4657
59.8003 18.2216 3794
66.377 1.11664 5270
54.3741 16.6366 8324
84.6817 1.20084 4005
85.2226 2.24115 3312
88.8296 19.7504 4184
87.8261 19.1752 4519
17.768 17.7821 5376
22.6765 3.40803 6265
88.2387 1.78946 3582
57.5542 18.9021 5885
61.8337 0.280495 3889
66.8333 19.7694 4516
62.537 2.81426 5984
21.7244 2.73437 3913
44.1879 19.1724 6791
66.3393 18.7218 6613
40.7565 18.2133 3902
39.66 1.19077 6373
40.1909 2.23573 6368
39.1208 0.865168 3839
62.7953 17.783 4288
66.1865 2.20798 6759
1.83967 0.288711 2624
1.17539 19.7026 4280
15.0704 3.76218 5170
21.8333 19.7672 7000
36.8261 17.768 6677
36.259 1.78634 5003
2.99189 1.81767 4475
3.49497 18.5253 2238
67.9096 17.802 6104
92.1618 2.2315 2884
10.8351 17.766 2234
52.5984 16.5498 3630
63.3599 2.87635 6819
21.2098 18.7403 4690
23.4806 1.92438 7496
62.6169 18.8687 5054
22.6445 1.1636 3912
26.6736 2.67151 7366
28.1316 4.18758 5895
2.83333 19.7633 3149
3.15173 0.735615 4069
46.5536 18.104 5001
47.7099 18.2136 5634
47.146 2.20689 7974
26.447 18.7599 5297
77.8067 0.820338 3762
55.3103 1.76112 5257
92.8333 19.7625 4020
91.7944 19.1497 6570
35.6314 18.2229 5428
73.7005 18.22 4996
39.6665 18.8159 4298
85.2909 15.9115 4202
94.5387 1.88377 4973
94.4142 18.8212 3230
80.3545 2.38781 4759
80.2751 18.625 4790
43.599 1.22762 5319
56.8053 18.1639 3436
83.5347 16.8242 4978
82.2081 0.860611 6042
81.1643 0.245585 3614
3.85223 17.8071 2494
3.25603 1.91762 4892
54.8572 0.275546 5752
13.3625 18.8839 4021
13.685 1.65041 1657
24.5904 1.21845 4679
48.8186 0.280776 3792
74.9113 17.7857 5886
75.426 18.8061 4798
74.3326 1.78446 5648
30.4335 16.1554 6000
70.8537 0.793274 5258
58.8243 0.872054 4347
32.157 19.2026 5979
9.64833 1.76722 3872
18.8955 3.92159 4918
48.9337 17.7778 7697
65.8082 19.176 6631
76.5597 1.21231 5416
79.5576 1.19074 4448
89.3282 1.18651 2399
28.3958 16.6737 6555
9.63736 18.2152 3612
21.4669 3.34843 5006
30.2155 0.876914 6265
93.3628 1.78244 3555
29.8597 3.19429 8850
93.6623 17.6155 2016
23.2684 18.9395 6829
34.3988 1.23434 6658
33.6047 10.6667 6499
32.45 7.66667 5746
82.1021 11.6667 3246
67.9571 10.8333 5999
63.6311 3.66786 7346
68.2457 11.6667 5746
55.5184 16.3009 10299
30.1406 11.3333 6750
44.2811 17.1673 7253
59.5855 11.3333 10998
39.6669 8.83333 8750
55.2554 8.83333 7998
68.5344 15.8333 7749
70.2665 8.83333 3997
96.8246 5.16667 4248
75.1737 16.6662 5065
41.3989 12.1667 8749
70.5516 17.322 6533
46.0177 8.83333 9249
79.7926 4.33351 4774
50.3479 14.3333 8248
33.0274 7.33333 5746
63.6269 10.3333 6248
30.1406 12.6666 5250
88.7417 7.16667 2996
17.7283 5.83565 5500
33.8934 4.83333 7500
23.2124 14.3333 7248
73.4418 15.6664 2000
38.8009 5.66667 7499
95.6699 14.8333 2746
18.3049 7.83334 6000
71.9985 13.8333 6248
39.6669 8.16667 9246
28.1163 15.8336 6726
53.6667 18.2679 8365
43.7083 5.83333 9747
72.2872 12.3333 6996
69.9637 1.6774 4278
39.3782 5.33333 6246
61.8958 5.33497 4517
30.4293 8.83333 6749
88.453 8.33333 4498
33.0283 2.33007 5728
31.8556 1.66425 8560
53.2323 14.3313 6474
10.222 7.16667 3249
63.6276 5.33447 7252
29.2747 6.16684 7247
73.1532 11.8333 6996
44.863 11.8333 7746
65.6482 16.8285 6524
97.6906 6.33333 4747
40.533 16.3328 4964
70.8438 7.83333 7246
82.6795 8.66667 4999
45.1517 6.66667 6499
48.6158 14.6667 6998
93.6491 7.66667 2498
68.5344 5.16667 8000
69.1118 2.83333 5778
82.1022 4.33392 4251
33.8934 4.16667 8247
64.2041 15.6663 6762
75.4626 6.16667 6499
76.3286 12.6667 7000
54.3893 11.3333 6750
82.1021 8.33333 4999
89.319 6.16667 4746
70.2665 11.1667 6498
80.6588 11.1667 3748
69.1118 7.16667 4249
10.5124 3.32501 5154
93.9377 4.16689 2497
31.5848 3.83465 7254
45.4404 8.16667 11499
23.7898 10.3333 5496
63.6268 15.333 6247
11.3767 7.16667 4249
23.2124 10.6667 4496
57.2761 8.33333 6750
86.4323 7.16667 5248
42.265 6.66667 6247
99.7113 4.83333 4164
78.3494 13.1667 6998
23.2124 13.6667 8498
95.9585 3.66667 5000
30.1406 10.6667 5746
38.7999 17.6569 3972
24.6558 15.1667 6498
23.7898 13.3333 6749
31.2953 10.6667 4999
29.2746 7.1667 6747
29.8519 10.8333 5996
94.2265 4.66667 2499
45.4404 9.16667 7999
99.134 15.1667 3914
60.4515 8.16667 6998
72.2872 13.6667 7249
62.7759 4.18552 4736
76.3286 7.33333 3997
24.3671 13.3333 3748
83.5456 15.1664 3226
66.5137 5.6667 5248
54.3893 10.6667 5999
96.8244 17.1681 2779
84.412 12.6672 3998
74.3079 12.1667 7497
97.4019 5.83333 3746
26.6765 6.66667 6249
87.8756 10.3333 2747
29.2746 7.83334 4998
60.4515 11.8333 6999
46.0174 4.16726 9774
36.4915 4.66667 5997
53.5233 3.8311 6998
62.473 5.66802 5020
39.6658 3.83543 7727
42.265 7.33333 4250
53.8097 14.6646 6762
40.8216 11.1667 8500
33.0277 3.33302 5746
55.8327 7.83333 8247
63.0494 15.6663 6750
79.5041 7.16667 8746
30.7181 13.6665 5747
56.6987 5.66667 7249
15.1295 12.3333 3249
83.2563 3.33509 6777
14.5522 12.6667 6999
46.3064 14.6667 7746
33.0274 4.33345 7747
84.7002 8.16667 4998
32.45 14.6666 7497
31.2953 11.3333 5497
9.35618 5.33334 3499
99.7128 17.8309 2528
39.9556 7.33333 7497
99.7113 15.8333 2415
89.6077 10.3333 7248
99.7113 10.8333 3831
31.2953 13.3333 4999
99.7113 8.83333 2247
49.4819 7.83333 6998
99.7128 2.8358 2783
61.3176 6.66673 6500
84.9889 5.33333 5497
46.3064 7.66667 9998
80.6588 8.83333 4246
39.6658 3.16876 7797
51.5026 10.3333 7246
52.3686 11.8333 7246
61.0289 7.83333 6249
30.4293 7.83334 4499
83.8258 15.6659 3238
87.0096 3.16667 4378
84.4093 14.6674 4614
42.8423 4.66667 6498
24.3671 13.6667 5747
30.1406 13.3333 4998
18.3049 6.16774 3996
30.1407 14.3332 5257
28.6972 15.1665 7745
79.5041 8.16667 8249
86.1436 4.66667 5998
76.9073 17.6684 4404
71.7098 15.6667 7247
40.2442 9.16667 7750
85.1669 19.1377 5425
43.131 16.1667 5759
65.359 12.3333 5747
40.232 2.8548 7145
94.5152 12.8333 4749
72.8645 3.33333 3672
96.5359 13.3333 1998
73.4419 10.6667 7748
65.9363 11.3333 6999
89.319 12.8333 3249
83.5455 8.16667 3747
39.3782 12.3333 7000
64.4919 15.8306 7476
43.7083 15.8333 5999
78.638 11.6667 6499
25.2332 14.8333 6997
56.9874 11.1667 5496
59.0081 7.33333 5497
28.9859 12.3333 4499
30.1407 13.6666 6005
26.6765 14.6667 5750
87.8919 2.61981 5380
46.0177 11.8333 7497
50.0592 16.1667 7516
11.0882 15.6664 4257
23.2124 11.6667 4747
61.8949 7.66673 7497
36.4915 7.66667 6498
50.9252 12.3333 7496
77.7674 16.8345 4434
76.9074 17.3316 4014
78.6625 1.32484 4625
97.725 1.30697 3710
50.0592 7.83333 6749
37.0689 16.3331 6792
31.8727 7.33333 8496
29.2746 11.1667 5996
73.4418 16.3331 4931
65.0703 7.16668 8747
71.9985 12.1667 7496
72.5759 15.8333 5517
74.3118 2.84006 7449
95.0925 2.83333 4005
38.2235 3.66667 5761
91.6239 2.84121 2723
85.5662 3.33333 5242
13.9933 16.6394 3871
45.7291 7.33333 8746
96.2472 16.1667 2997
70.8473 3.82755 7280
80.3701 4.33333 4759
51.2139 16.1667 7553
88.1643 3.83333 4504
93.3605 4.83333 3500
91.6284 3.83333 5003
70.8438 14.8333 4999
95.3812 13.6667 4247
95.3812 12.6667 4499
71.1325 5.66667 6750
28.4086 12.6667 7749
66.8024 14.1667 3999
91.6284 4.83333 3998
89.8964 6.83333 3246
20.903 10.6667 5749
34.7594 10.6667 4496
41.6876 10.6667 6746
47.4611 9.33333 8746
56.4101 11.1667 4496
60.4515 8.83333 7250
81.5248 10.6667 4748
88.453 10.6667 2996
91.0511 11.1667 6496
94.5152 11.1667 5247
80.9474 6.33333 4997
31.8728 4.33356 7249
91.0489 17.163 4225
44.863 12.1667 5996
77.772 13.1667 4746
82.9681 14.1667 5243
79.2153 4.66684 3997
35.6254 13.8333 6750
65.359 11.6667 6250
55.8327 9.16667 7748
29.8519 8.16667 5747
13.6861 11.1667 4996
85.5662 6.66667 5998
27.5425 15.1665 7256
29.8519 9.16667 6748
93.9378 6.83333 3996
16.8615 14.3334 5499
48.0273 2.61457 7878
46.3044 3.33691 7971
45.729 4.66681 8498
64.2043 7.33335 8249
80.0814 4.16667 5294
11.9585 16.8337 5660
13.6861 12.8333 5746
25.5211 3.33276 8005
92.7831 7.83333 2747
14.8408 11.8333 3246
50.9252 2.66667 5875
82.6795 5.33333 5249
65.9362 16.3305 6991
27.2539 6.33334 6498
98.8453 11.3333 2998
41.1667 19.7113 4441
99.7113 7.83333 1915
87.0168 14.8218 4965
65.3591 5.33346 6249
40.2432 4.16876 8249
90.185 12.3333 6000
17.7276 9.16667 7249
16.2842 13.6667 4496
75.7551 17.3265 5433
75.4626 11.8333 5247
16.2842 14.6668 3746
65.0703 14.8333 8249
83.2568 8.33333 3747
30.1414 4.66807 7255
11.9573 16.1692 4946
53.3333 18.8453 8717
14.8408 12.1667 2997
23.2124 7.33333 6248
26.0905 3.66594 7419
11.0882 16.3331 4718
26.6765 15.3333 5750
26.6765 7.33334 6997
31.8727 9.33333 6996
83.2568 9.33333 5747
77.7681 17.1684 5138
57.8658 2.68805 4174
27.2539 14.3333 5498
82.1021 4.66667 7752
91.9171 10.3333 2248
26.3767 2.8297 6397
6.18058 10.8333 2750
31.8728 14.6665 7980
62.7609 14.1667 6749
86.7209 5.33333 4246
38.8009 12.6667 5999
28.1199 9.16667 6997
33.6042 15.6676 5751
50.6366 15.8333 8760
43.131 6.16667 9496
53.812 7.33333 7999
12.8388 16.6551 5158
17.7276 8.16667 5498
44.863 11.1667 6747
67.6684 16.3332 6510
94.2265 7.66667 3998
54.9667 13.6667 8000
37.9368 17.1626 6599
9.35601 7.66667 5248
80.6588 9.83333 4000
45.4404 6.83333 5249
77.4833 3.66667 5249
18.3049 8.83333 5247
14.2635 11.8333 4249
93.9378 7.83333 3748
13.1117 16.1696 4779
67.091 12.3333 8999
17.1502 7.16668 5500
10.7994 8.16667 4248
53.2346 7.66667 8246
33.316 5.16667 8997
34.4707 8.16667 5749
30.4293 6.83334 4249
33.0274 13.3333 7499
56.9874 3.16667 7504
78.9267 9.83333 7247
95.9585 2.66667 4728
47.7498 4.83333 6998
80.0835 14.8297 4246
75.7513 7.66667 4998
31.584 6.83333 7249
55.8327 13.1667 8747
75.4626 14.8333 6497
17.7276 10.8333 3750
72.8645 9.33333 5747
35.9141 4.33333 6499
6.18058 10.1667 3246
4.44853 10.1667 2996
3.87118 9.83333 3496
84.4 16.3085 4805
5.60323 11.1667 3000
68.8436 17.3785 8680
72.2872 5.66667 5998
31.8727 8.66667 6748
97.4019 11.8333 4247
19.4596 12.1667 5747
84.7291 15.2055 4634
89.319 8.83333 5746
97.6906 5.66667 2997
93.0718 14.6667 4498
11.6655 15.3331 4244
23.2124 6.66667 4246
13.6861 12.1667 5746
24.9484 16.6664 7729
78.0607 5.33333 5499
25.5257 16.3331 8053
70.8438 15.1667 4497
28.1198 14.8332 7000
34.4707 11.8333 5998
54.678 8.16667 5496
43.4197 12.6667 4997
54.678 7.16667 5996
57.2761 7.66667 8497
15.7069 12.6667 4246
33.0277 2.66635 5500
41.677 17.702 9372
44.863 12.8333 7997
43.4197 8.66667 6748
33.6047 13.3333 5498
60.7186 17.7206 9184
50.0592 16.8333 7056
24.0786 14.8335 6997
58.1134 17.1852 8781
17.4397 5.66906 4017
43.997 3.33333 7036
26.1031 16.6664 5222
47.7498 5.16667 7498
36.2028 15.8333 6506
60.4515 14.8333 7498
62.1836 13.8333 7247
42.265 4.33369 6252
35.3368 5.33333 6996
54.3893 13.3333 7247
17.1502 8.83333 4498
24.3671 10.6667 6246
27.5425 8.83333 7497
34.4707 8.83333 5998
37.0688 9.33333 7748
60.7402 10.6667 7248
63.3383 11.1667 7248
41.8333 19.7113 6814
45.1517 16.6667 8741
93.1702 0.870931 4257
89.1984 0.930764 3021
46.5951 14.8333 6000
55.2554 6.16667 7999
25.5218 10.3333 5748
15.1295 11.6667 3999
72.2872 16.3333 7990
89.0311 14.6653 4264
95.3812 10.3333 5997
59.6541 1.68494 6337
48.6159 16.3331 7757
83.8354 19.1351 5464
79.4909 2.18954 4502
23.5071 3.84519 6125
69.1118 14.1667 4497
4.15986 11.3333 4996
28.6966 15.8315 6724
81.5248 11.3333 6249
17.7276 12.1667 4246
39.3782 7.66667 8750
45.4404 12.1667 7998
77.4833 13.3333 4999
70.5551 4.66667 7706
85.5763 14.6797 6273
83.5358 2.1731 5373
86.4341 14.169 4072
20.903 11.3333 3496
65.0704 17.8082 7358
83.2455 2.33567 5649
68.8231 3.66667 5998
4.73721 11.6667 3746
54.9667 12.3333 5246
20.3257 10.3333 7246
17.1506 6.16773 5998
24.9438 3.66657 8989
82.9682 5.16667 5999
65.9363 14.3333 5999
9.35601 8.33333 5498
48.0385 11.3333 4999
61.0289 9.16667 5997
90.185 10.3333 3249
61.3352 17.7181 8377
47.1725 12.8333 5250
9.64468 14.8333 4746
48.6158 5.33333 8499
56.4101 12.8333 9247
65.6477 5.16678 6998
76.6144 17.8252 4861
98.8453 10.3333 1997
40.8463 19.1235 6041
32.4521 2.32648 8152
61.3175 7.66667 6500
93.6491 15.3333 4498
51.5026 6.66667 7747
52.3676 14.8315 4517
82.8456 19.1174 8949
56.9874 4.16667 7746
87.2997 14.6651 6415
38.2235 15.3333 5749
42.2649 3.66882 6245
76.04 5.16667 6000
25.2331 6.83333 7749
42.8358 17.331 8072
29.2752 5.16773 10006
61.6062 15.8333 6986
35.0481 7.83333 7499
30.718 8.66667 5999
66.8024 10.8333 5249
71.4212 10.1667 4499
80.9474 8.66667 4497
97.9793 9.83333 3246
57.5648 12.8333 8248
50.0592 17.1667 7637
43.4197 9.33333 6248
59.2968 10.8333 8249
47.7498 6.83333 7997
36.7801 6.16667 8247
36.7801 3.83333 7508
69.6891 4.16667 5479
51.2139 6.83333 6498
78.3486 14.8334 5994
36.4915 6.33333 10499
61.3229 4.67593 5486
80.659 13.8329 6747
42.5534 2.83979 4256
33.316 14.1667 6498
94.8038 3.66667 4000
44.2857 16.8333 7228
54.3893 12.6667 8750
54.1007 7.83333 6250
53.832 17.9982 7851
17.1502 7.83334 4498
42.8423 7.66667 6999
18.3049 11.8333 5500
16.5729 13.1667 6000
7.91263 11.1667 3997
42.8423 13.6667 8746
48.9184 2.19782 5603
24.3788 16.6816 4761
46.5951 15.1667 8000
29.8528 4.83475 8013
28.6932 16.1655 7511
87.8756 4.66667 4999
32.1613 6.16667 6249
11.3767 14.1667 5746
9.64468 14.1667 3246
27.8312 14.6667 4998
19.171 10.6667 4250
31.0066 8.83333 5499
69.4004 10.3333 6496
37.0696 16.6653 7992
23.5071 3.17852 6186
84.1229 3.83333 6540
48.6239 17.3193 6975
46.3064 8.66667 7998
92.2058 9.16667 4747
32.45 9.66667 7997
69.9778 14.6667 7497
50.9135 17.6591 7142
24.3671 12.3333 7250
18.5936 10.3333 5247
2.71648 11.1667 1765
2.73861 6.15238 4029
5.89191 11.3333 3246
55.2554 14.1667 7499
9.93336 7.33333 3750
70.2665 9.83333 6748
83.5455 10.8333 5496
2.7361 6.82216 2677
85.2776 4.16667 7008
44.863 3.16667 6539
42.8423 8.33333 4496
53.812 10.3333 7747
39.6517 2.19297 6573
20.3256 5.33474 6300
2.4278 12.3333 3389
13.4102 16.316 5884
52.6573 6.66667 9497
75.4626 9.83333 5497
97.1132 9.33333 4247
23.2125 14.6667 6251
17.4389 13.3333 5746
56.1214 3.66667 7254
42.8423 6.33333 7996
92.7831 15.8333 2752
53.2346 8.33333 5997
11.3767 14.8333 5748
41.1103 10.3333 7249
62.8445 19.0912 10947
52.8333 19.134 6727
34.7379 19.0779 9422
8.77866 10.6667 4746
4.45735 17.1631 3365
16.2842 15.3334 5248
23.518 2.8722 6310
30.7187 4.33468 5506
28.986 6.33351 5998
12.8397 3.34567 4954
67.3797 12.1667 7248
14.8408 11.1667 3748
83.2568 10.3333 6247
84.1229 9.83333 4247
88.453 10.3333 3498
82.9688 15.1656 4311
91.3397 11.3333 5500
7.91263 11.8333 4997
48.0385 3.66667 8131
54.3893 11.6667 6748
28.4086 10.6667 6997
38.2235 10.3333 5748
3.00515 11.3333 3390
2.13913 15.1667 2676
57.2761 6.33333 8746
71.7098 6.66667 9000
4.73721 13.3333 3746
67.6684 8.33333 6500
40.8216 5.83333 7000
88.7417 5.16667 4749
85.6683 18.8444 4777
86.1678 19.7107 3840
83.1676 19.71 5256
73.175 19.7084 4112
70.8639 19.0212 5216
71.1896 19.7009 4855
70.1705 19.6602 4610
68.1589 19.7146 5132
63.1823 19.6722 4930
58.1621 19.6661 5905
53.1667 19.7113 4497
48.1667 19.7113 6125
40.1732 19.7061 3827
36.1621 19.7063 4129
35.1667 19.7113 4818
28.163 19.7127 4619
23.1659 19.725 5267
18.1806 19.6661 4424
13.1685 19.7127 4038
11.1822 19.6671 3576
9.16667 19.7113 3562
6.16536 19.678 4131
4.1474 19.7142 1644
54.1674 17.995 9202
97.6918 1.66858 2443
2.15875 7.15549 3504
8.20131 10.3333 4247
46.3064 16.3333 9267
93.6491 10.3333 5250
56.4101 6.83333 7750
43.7083 14.1667 8498
20.037 8.83333 6246
41.6876 11.3333 6247
56.6987 8.66667 6997
89.319 9.83333 4997
6.75793 11.8333 3747
37.3575 5.83333 6748
31.584 10.1667 4748
6.46926 11.6667 3246
71.1325 12.3333 7497
89.6077 5.66667 3247
90.7624 7.66667 3999
3.29383 10.1667 2748
70.5551 8.66667 5749
22.9298 4.17852 5439
26.6765 15.6667 5505
40.8216 9.83333 6997
49.4819 9.83333 5497
93.9378 10.1667 4000
73.7306 2.83333 7129
4.15986 13.6667 2750
41.1103 13.6667 7750
13.1088 15.8333 4511
80.3701 4.66667 4497
26.9652 10.8333 5997
17.1502 11.1667 4750
16.5729 12.8333 5999
74.0195 2.61961 8037
49.4819 5.83333 8496
59.5855 11.6667 9498
9.93336 13.3333 4497
35.9141 5.66667 8000
9.06733 15.1667 2998
80.3704 14.6661 5762
53.6667 18.8453 7812
57.7988 19.104 6640
47.8333 19.134 7521
39.7968 19.0697 5149
27.7526 19.0785 6965
17.829 19.0778 5341
25.805 2.14561 6965
7.33528 12.1667 4748
38.2235 5.33333 6498
37.3575 13.8333 4746
74.5966 10.3333 4997
76.6173 10.1667 5497
77.4833 9.66667 5499
68.2457 11.3333 8248
39.9557 16.6661 7758
63.9393 1.85766 5832
26.1309 18.6634 7050
21.7254 18.1127 5561
50.9251 2.34472 5544
83.8272 1.33613 5695
38.8076 1.33671 6897
57.8755 2.35742 7018
64.2043 7.66668 9750
27.5394 17.1708 3851
30.1407 5.33355 4749
19.171 7.66667 5999
77.772 2.83333 6007
75.1817 2.34679 4904
33.5995 1.37391 7022
24.9435 2.32077 5806
74.3064 16.8307 5649
42.5536 3.16774 4229
43.997 7.33333 7998
43.997 12.3333 7749
7.04661 10.6667 1747
75.4626 12.1667 6499
10.222 15.8333 6001
37.3575 7.16667 7246
23.5426 17.2082 6767
68.2457 6.33333 9250
3.00641 5.33177 3843
49.2192 2.28065 7418
38.7961 2.34164 7428
82.1022 13.3332 4250
18.8823 12.8333 6999
41.6876 11.6667 9247
59.0081 13.6667 8750
84.1229 4.16667 4750
87.6043 16.1368 5673
85.5772 14.3474 5149
83.833 15.3329 3685
15.707 5.6671 4005
20.903 5.66791 5008
38.2235 5.66667 7998
82.3908 6.16667 5497
96.8246 14.8333 3496
65.0704 6.16675 6497
63.9163 3.83454 8266
85.8549 5.16667 6499
91.0511 13.1667 4499
44.2857 16.1667 5992
42.5536 16.1667 7259
42.265 14.3333 8996
46.8838 12.6667 7497
81.2371 3.8351 3761
92.7823 16.1653 3504
31.2785 16.674 5530
38.8009 3.33333 8546
74.3079 3.83333 6753
35.6254 16.1667 8248
34.4707 3.83333 8496
92.4943 4.33359 6247
54.3893 4.33333 7986
56.3987 16.1555 9828
24.0784 3.83333 7758
26.0992 15.6667 5500
69.4004 15.6667 5748
91.0511 12.1667 5249
49.4819 6.16667 6750
94.5152 15.1667 4247
53.5233 4.83333 5745
52.6573 7.33333 7747
51.7913 7.83333 8249
22.3464 13.8333 8495
39.9556 5.66667 5997
39.9556 5.33333 6003
40.5329 4.33333 8514
41.3989 5.83333 7750
41.3989 6.83333 7249
33.6047 5.33333 6497
33.6047 7.33333 7496
79.5041 4.83333 3999
78.638 6.33333 6749
78.638 7.33333 8000
25.2331 6.16667 6249
58.1421 6.16667 6997
59.5855 7.33333 7246
72.5759 4.83333 4995
73.4419 5.33333 7499
73.4419 6.33333 7248
73.4419 7.33333 4498
36.4915 14.6667 5496
37.3575 12.1667 6247
38.8009 11.3333 7500
29.2746 13.8333 5750
26.0992 14.6667 7498
28.4086 11.3333 5249
41.3989 7.83333 4247
47.7498 12.1667 7000
80.3702 14.3331 5017
79.7969 15.6595 4558
76.3286 14.6667 5747
78.638 13.3333 7248
78.0607 14.6667 7250
77.1947 13.1667 5746
77.1947 12.1667 5750
51.2139 15.1667 7497
52.0799 14.6667 5754
52.946 14.1667 8012
53.812 13.6667 7500
95.9585 11.3333 5497
69.1118 13.8333 5750
81.2361 7.83333 4749
90.7624 5.33333 3497
89.8964 7.83333 3747
18.3049 11.1667 5750
20.037 11.1667 6246
18.8823 8.83333 6498
19.4596 9.16667 6997
20.6143 8.83333 6000
23.5011 9.83333 7247
26.0992 10.6667 5246
30.4293 10.1667 5249
32.1613 11.1667 5249
33.6047 8.33333 5748
33.8934 10.1667 5996
35.6254 10.1667 6999
38.2235 11.6667 5246
38.2235 10.6667 6247
39.0895 10.1667 6248
40.8216 10.1667 6997
42.265 9.33333 6497
43.4197 10.6667 8497
44.2857 10.1667 8748
44.863 8.83333 9996
46.5951 8.83333 5250
47.7498 11.1667 5247
49.4819 11.1667 9998
51.7913 8.83333 8248
52.0799 10.3333 4996
53.812 11.6667 6247
56.9874 8.83333 8750
59.0081 11.6667 5748
59.0081 10.6667 6996
59.5855 8.33333 6996
59.8742 10.1667 6499
61.6062 11.1667 6498
65.0703 10.1667 4748
67.6684 10.6667 4746
68.2457 8.33333 6496
68.5344 10.1667 6999
68.8231 9.66667 7250
70.2665 10.1667 5748
72.8645 10.6667 4997
73.7306 10.1667 6749
74.5966 10.6667 6997
75.4626 10.1667 3499
76.04 8.83333 7248
76.3286 10.6667 3247
78.0607 10.6667 6749
78.638 8.33333 8498
78.9267 10.1667 5748
80.6588 10.1667 3749
82.3908 11.1667 5749
84.1229 10.1667 4246
87.587 10.1667 2997
89.319 10.1667 4748
89.8964 8.83333 4250
91.9171 10.6667 4498
93.6491 10.6667 5747
96.2472 10.1667 3749
2.4278 11.6667 3748
84.1239 14.1686 7005
47.4615 16.3328 6689
7.04661 11.3333 2496
3.88 16.8298 2519
35.9141 16.3333 7709
26.3878 14.8333 5749
55.8327 14.8333 5540
79.7927 10.3333 4500
12.8679 2.64559 5067
13.6861 6.16679 3498
2.71648 14.8333 3371
78.3494 6.16667 7498
19.1637 0.866432 5579
6.47946 17.3261 1518
3.30265 17.1631 2792
38.5122 5.83333 6246
55.2554 4.16667 7995
9.06733 12.1667 2497
68.8231 14.3333 4998
14.2635 10.8333 4748
20.903 10.3333 4749
67.6684 10.3333 6996
81.8135 10.1667 6000
5.76987 19.0774 4881
3.00452 17.3104 2564
22.058 16.6671 2729
2.71648 14.1667 3192
78.3494 5.16667 6500
59.2968 6.16667 9498
78.3494 10.8333 7997
18.8328 0.28855 3419
47.1726 17.1665 6632
53.5233 5.16667 6246
24.6558 7.16667 6496
95.6699 11.8333 4247
32.1613 10.8333 5499
33.0274 10.3333 7746
33.8934 9.83333 5746
54.3333 18.2691 9047
82.6789 18.8481 6456
